"active","birthDate","birthLocation","club","districtName","districtNum","educationLevel","email","firstLastName","firstName","id","lastFirstName","lastName","numberOfVotes","profession","secondName","voivodeship","inactiveCause","waiverDesc"
TRUE,"1987-05-26","Bydgoszcz","PiS","Bydgoszcz",4,"wyższe","Lukasz.Schreiber@sejm.pl","Łukasz Schreiber","Łukasz",330,"Schreiber Łukasz","Schreiber",44413,"urzędnik państwowy",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1963-05-01","Gdynia","PiS","Gdańsk",25,"wyższe","Jaroslaw.Sellin@sejm.pl","Jarosław Sellin","Jarosław",331,"Sellin Jarosław","Sellin",7284,"nauczyciel akademicki","Daniel","pomorskie",NA,NA
TRUE,"1988-12-05","Warszawa","PiS","Olsztyn",35,"wyższe","Olga.Semeniuk-Patkowska@sejm.pl","Olga Ewa Semeniuk-Patkowska","Olga",332,"Semeniuk-Patkowska Olga Ewa","Semeniuk-Patkowska",14183,"wyższy urzędnik państwowy","Ewa","warmińsko-mazurskie",NA,NA
TRUE,"1963-07-07","Rabka","PiS","Nowy Sącz",14,"wyższe","Edward.Siarka@sejm.pl","Edward Siarka","Edward",333,"Siarka Edward","Siarka",18587,"nauczyciel",NA,"małopolskie",NA,NA
TRUE,"1962-06-12","Złocieniec","KO","Zielona Góra",8,"wyższe","Krystyna.Sibinska@sejm.pl","Krystyna Sibińska","Krystyna",334,"Sibińska Krystyna","Sibińska",19415,"inżynier budownictwa","Mieczysława","lubuskie",NA,NA
TRUE,"1952-10-08","Stopnica","PSL-TD","Kielce",33,"wyższe","Czeslaw.Siekierski@sejm.pl","Czesław Siekierski","Czesław",335,"Siekierski Czesław","Siekierski",21916,"nauczyciel akademicki","Adam","świętokrzyskie",NA,NA
TRUE,"1986-09-11","Wejherowo","KO","Słupsk",26,"średnie zawodowe","Rafal.Siemaszko@sejm.pl","Rafał Siemaszko","Rafał",336,"Siemaszko Rafał","Siemaszko",15494,NA,NA,"pomorskie",NA,NA
TRUE,"1967-07-02","Wałbrzych","KO","Opole",21,"wyższe","Tomasz.Siemoniak@sejm.pl","Tomasz Siemoniak","Tomasz",337,"Siemoniak Tomasz","Siemoniak",46223,"ekonomista",NA,"opolskie",NA,NA
TRUE,"1961-07-29","Kielce","KO","Kraków",13,"wyższe","Bartlomiej.Sienkiewicz@sejm.pl","Bartłomiej Sienkiewicz","Bartłomiej",338,"Sienkiewicz Bartłomiej","Sienkiewicz",95873,"archiwista, historyk","Henryk","małopolskie",NA,NA
TRUE,"1973-06-20","Głubczyce","Lewica","Legnica",1,"wyższe","Arkadiusz.Sikora@sejm.pl","Arkadiusz Sikora","Arkadiusz",339,"Sikora Arkadiusz","Sikora",12048,"ekonomista","-","dolnośląskie",NA,NA
TRUE,"1959-06-10","Radomsko","Konfederacja","Opole",21,"średnie policealne/pomaturalne","Wlodzimierz.Skalik@sejm.pl","Włodzimierz Skalik","Włodzimierz",340,"Skalik Włodzimierz","Skalik",15190,NA,"Bogdan","opolskie",NA,NA
TRUE,"1978-11-09","Chełmno","Polska2050-TD","Toruń",5,"wyższe","Marcin.Skonieczka@sejm.pl","Marcin Skonieczka","Marcin",341,"Skonieczka Marcin","Skonieczka",11864,"ekonomista, urzędnik samorządowy","Seweryn","kujawsko-pomorskie",NA,NA
TRUE,"1954-07-22","Mielec","KO","Rzeszów",23,"wyższe","Krystyna.Skowronska@sejm.pl","Krystyna Skowrońska","Krystyna",342,"Skowrońska Krystyna","Skowrońska",14901,"bankowiec",NA,"podkarpackie",NA,NA
TRUE,"1963-11-25","Radzyń Podlaski","PiS","Lublin",6,"wyższe","Slawomir.Skwarek@sejm.pl","Sławomir Skwarek","Sławomir",343,"Skwarek Sławomir","Skwarek",12427,"nauczyciel",NA,"lubelskie",NA,NA
TRUE,"1971-09-09","Sulechów","KO","Zielona Góra",8,"wyższe","Waldemar.Slugocki@sejm.pl","Waldemar Sługocki","Waldemar",344,"Sługocki Waldemar","Sługocki",25037,"nauczyciel akademicki, urzędnik","Jan","lubuskie",NA,NA
TRUE,"1990-04-08","Rabka-Zdrój","KO","Nowy Sącz",14,"wyższe","Weronika.Smarduch@sejm.pl","Weronika Smarduch","Weronika",345,"Smarduch Weronika","Smarduch",27031,"ekspert ds. kontrolingu","Anna","małopolskie",NA,NA
TRUE,"1955-07-15","Malbork","PiS","Gdańsk",25,"wyższe","Kazimierz.Smolinski@sejm.pl","Kazimierz Smoliński","Kazimierz",346,"Smoliński Kazimierz","Smoliński",16177,"adwokat",NA,"pomorskie",NA,NA
TRUE,"1979-11-02","Lublin","KO","Wrocław",3,"wyższe","Anna.Sobolak@sejm.pl","Anna Sobolak","Anna",347,"Sobolak Anna","Sobolak",7675,NA,"Helena","dolnośląskie",NA,NA
TRUE,"1978-09-20","Radymno","PiS","Rzeszów",23,"wyższe","Krzysztof.Sobolewski@sejm.pl","Krzysztof Sobolewski","Krzysztof",348,"Sobolewski Krzysztof","Sobolewski",18390,"administratywista",NA,"podkarpackie",NA,NA
FALSE,"1977-03-13","Świdnik","PiS","Lublin",6,"wyższe","Artur.Sobon@sejm.pl","Artur Soboń","Artur",349,"Soboń Artur","Soboń",32357,"pracownik samorządowy",NA,"lubelskie","Zrzeczenie","Powołany na członka Zarządu Narodowego Banku Polskiego"
TRUE,"1977-02-09","Szczytno","PiS","Wrocław",3,"wyższe","Agnieszka.Soin@sejm.pl","Agnieszka Anna Soin","Agnieszka",350,"Soin Agnieszka Anna","Soin",18645,"parlamentarzysta","Anna","dolnośląskie",NA,NA
TRUE,"1963-12-10","Rypin","PSL-TD","Toruń",5,"wyższe","Zbigniew.Sosnowski@sejm.pl","Zbigniew Sosnowski","Zbigniew",351,"Sosnowski Zbigniew","Sosnowski",27070,"nauczyciel",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1967-02-04","Libiąż","KO","Kraków",12,"wyższe","Marek.Sowa@sejm.pl","Marek Sowa","Marek",352,"Sowa Marek","Sowa",24652,"wyższy urzędnik państwowy","Jan","małopolskie",NA,NA
TRUE,"1986-02-05","Ostrów Wielkopolski","PiS","Kalisz",36,"wyższe","Katarzyna.Sojka@sejm.pl","Katarzyna Sójka","Katarzyna",353,"Sójka Katarzyna","Sójka",18138,"lekarz - specjalista chorób wewnętrznych",NA,"wielkopolskie",NA,NA
TRUE,"1979-07-15","Gdańsk","PSL-TD","Gdańsk",25,"wyższe","Magdalena.Sroka@sejm.pl","Magdalena Sroka","Magdalena",354,"Sroka Magdalena","Sroka",18348,"menedżer","Joanna","pomorskie",NA,NA
TRUE,"1973-07-08","Świebodzin","PiS","Wrocław",3,"wyższe","Miroslawa.Stachowiak-Rozecka@sejm.pl","Mirosława Stachowiak-Różecka","Mirosława",355,"Stachowiak-Różecka Mirosława","Stachowiak-Różecka",97193,"pedagog specjalny","Agnieszka","dolnośląskie",NA,NA
TRUE,"1981-05-10","Biała Podlaska","PiS","Chełm",7,"wyższe","Dariusz.Stefaniuk@sejm.pl","Dariusz Stefaniuk","Dariusz",356,"Stefaniuk Dariusz","Stefaniuk",29710,"politolog","Paweł","lubelskie",NA,NA
TRUE,"1988-03-17","Poznań","KO","Poznań",39,"wyższe","Franciszek.Sterczewski@sejm.pl","Franciszek Sterczewski","Franciszek",357,"Sterczewski Franciszek","Sterczewski",10108,"architekt","Wojciech","wielkopolskie",NA,NA
TRUE,"1982-01-10","Częstochowa","Polska2050-TD","Katowice",29,"wyższe","Piotr.Strach@sejm.pl","Piotr Paweł Strach","Piotr",358,"Strach Piotr Paweł","Strach",17634,"menedżer, nauczyciel","Paweł","śląskie",NA,NA
TRUE,"1976-01-10","Bielsko-Biała","Polska2050-TD","Bielsko-Biała",27,"wyższe","Miroslaw.Suchon@sejm.pl","Mirosław Suchoń","Mirosław",359,"Suchoń Mirosław","Suchoń",30897,"ekonomista, informatyk","Tadeusz","śląskie",NA,NA
TRUE,"1958-06-11","Grójec","PiS","Radom",17,"średnie policealne/pomaturalne","Marek.Suski@sejm.pl","Marek Suski","Marek",360,"Suski Marek","Suski",37853,"specjalista ds. marketingu",NA,"mazowieckie",NA,NA
TRUE,"1964-06-10","Wałcz","KO","Koszalin",40,"wyższe","Pawel.Suski@sejm.pl","Paweł Suski","Paweł",361,"Suski Paweł","Suski",5934,"parlamentarzysta",NA,"zachodniopomorskie",NA,NA
TRUE,"1967-10-03","Szczecin","PiS","Szczecin",41,"wyższe","Artur.Szalabawka@sejm.pl","Artur Szałabawka","Artur",362,"Szałabawka Artur","Szałabawka",15446,"pracownik administracji państwowej","Lesław","zachodniopomorskie",NA,NA
TRUE,"1955-12-16","Bytom","PiS","Katowice",29,"wyższe","Wojciech.Szarama@sejm.pl","Wojciech Szarama","Wojciech",363,"Szarama Wojciech","Szarama",12185,"adwokat","Piotr","śląskie",NA,NA
TRUE,"1960-06-01","Chrośnica","Lewica","Kalisz",36,"wyższe","Wieslaw.Szczepanski@sejm.pl","Wiesław Szczepański","Wiesław",364,"Szczepański Wiesław","Szczepański",13668,"ekonomista","Andrzej","wielkopolskie",NA,NA
TRUE,"1977-12-14","Warszawa","KO","Warszawa",19,"wyższe","Michal.Szczerba@sejm.pl","Michał Szczerba","Michał",365,"Szczerba Michał","Szczerba",28653,"urzędnik państwowy","Roch","mazowieckie",NA,NA
TRUE,"1986-10-18","Elbląg","PiS","Toruń",5,"wyższe","Krzysztof.Szczucki@sejm.pl","Krzysztof Szczucki","Krzysztof",366,"Szczucki Krzysztof","Szczucki",34014,"prawnik","Łukasz","kujawsko-pomorskie",NA,NA
TRUE,"1961-03-14","Nowy Sącz","PiS","Tarnów",15,"wyższe","Jozefa.Szczurek-Zelazko@sejm.pl","Józefa Szczurek-Żelazko","Józefa",367,"Szczurek-Żelazko Józefa","Szczurek-Żelazko",26231,"menedżer, parlamentarzysta",NA,"małopolskie",NA,NA
TRUE,"1987-02-27","Szczecin","PiS","Koszalin",40,"wyższe","Pawel.Szefernaker@sejm.pl","Paweł Szefernaker","Paweł",368,"Szefernaker Paweł","Szefernaker",29764,"prawnik","Maciej","zachodniopomorskie",NA,NA
TRUE,"1973-04-28","Końskie","Lewica","Kielce",33,"wyższe","Andrzej.Szejna@sejm.pl","Andrzej Szejna","Andrzej",369,"Szejna Andrzej","Szejna",17961,"adwokat","Jan","świętokrzyskie",NA,NA
TRUE,"1970-02-20","Warszawa","KO","Częstochowa",28,"wyższe","Andrzej.Szewinski@sejm.pl","Andrzej Szewiński","Andrzej",370,"Szewiński Andrzej","Szewiński",10171,"parlamentarzysta, pedagog, przedsiębiorca prywatny, sportowiec, urzędnik samorządowy",NA,"śląskie",NA,NA
TRUE,"1984-12-06","Kościan","KO","Poznań",39,"wyższe","Adam.Szlapka@sejm.pl","Adam Szłapka","Adam",371,"Szłapka Adam","Szłapka",149064,"politolog","Stanisław","wielkopolskie",NA,NA
TRUE,"1962-09-15","Złotów","KO","Piła",38,"wyższe","Henryk.Szopinski@sejm.pl","Henryk Szopiński","Henryk",372,"Szopiński Henryk","Szopiński",8263,"animator kultury, muzyk","Marian","wielkopolskie",NA,NA
TRUE,"1975-06-30","Białystok","PiS","Bydgoszcz",4,"wyższe","Pawel.Szrot@sejm.pl","Paweł Szrot","Paweł",373,"Szrot Paweł","Szrot",20214,"prawnik, wyższy urzędnik państwowy",NA,"kujawsko-pomorskie",NA,NA
TRUE,"1956-06-28","Knurów","KO","Katowice",29,"wyższe","Krystyna.Szumilas@sejm.pl","Krystyna Szumilas","Krystyna",374,"Szumilas Krystyna","Szumilas",50871,"nauczyciel","Maria","śląskie",NA,NA
TRUE,"1955-04-12","Bielsko-Biała","PiS","Bielsko-Biała",27,"wyższe","Stanislaw.Szwed@sejm.pl","Stanisław Szwed","Stanisław",375,"Szwed Stanisław","Szwed",57055,"parlamentarzysta",NA,"śląskie",NA,NA
TRUE,"1978-05-30","Łódź","Polska2050-TD","Łódź",9,"wyższe","Ewa.Szymanowska@sejm.pl","Ewa Szymanowska","Ewa",376,"Szymanowska Ewa","Szymanowska",26185,"menedżer marketingu, public relations","Joanna","łódzkie",NA,NA
TRUE,"1978-04-24","Grudziądz","KO","Toruń",5,"wyższe","Tomasz.Szymanski@sejm.pl","Tomasz Szymański","Tomasz",377,"Szymański Tomasz","Szymański",17825,"parlamentarzysta, pracownik administracji samorządowej","Józef","kujawsko-pomorskie",NA,NA
TRUE,"1982-11-24","Poznań","PiS","Poznań",39,"wyższe","Szymon.SzynkowskiVelSek@sejm.pl","Szymon Szynkowski vel Sęk","Szymon",378,"Szynkowski vel Sęk Szymon","Szynkowski vel Sęk",45167,"wyższy urzędnik państwowy","Andrzej","wielkopolskie",NA,NA
TRUE,"1980-03-13","Piekary Śląskie","KO","Katowice",31,"wyższe","Lukasz.Sciebiorowski@sejm.pl","Łukasz Ściebiorowski","Łukasz",379,"Ściebiorowski Łukasz","Ściebiorowski",7116,"politolog","Andrzej","śląskie",NA,NA
TRUE,"1975-12-22","Kraków","PiS","Kraków",13,"wyższe","Agnieszka.Scigaj@sejm.pl","Agnieszka Ścigaj","Agnieszka",380,"Ścigaj Agnieszka","Ścigaj",6262,"doradca, pracownik socjalny, wykładowca",NA,"małopolskie",NA,NA
TRUE,"1988-10-12","Pasłęk","PiS","Elbląg",34,"wyższe","Andrzej.Sliwka@sejm.pl","Andrzej Śliwka","Andrzej",381,"Śliwka Andrzej","Śliwka",32895,"radca prawny",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1980-09-18","Kraków","Polska2050-TD","Kraków",12,"wyższe","Pawel.Sliz@sejm.pl","Paweł Śliz","Paweł",382,"Śliz Paweł","Śliz",19630,"adwokat","Marek","małopolskie",NA,NA
TRUE,"1979-08-25","Stalowa Wola","Lewica","Wrocław",3,"wyższe","Krzysztof.Smiszek@sejm.pl","Krzysztof Śmiszek","Krzysztof",383,"Śmiszek Krzysztof","Śmiszek",34577,"prawnik","Jan","dolnośląskie",NA,NA
TRUE,"1955-12-16","Wrocław","PiS","Wrocław",3,"wyższe","Jacek.Swiat@sejm.pl","Jacek Świat","Jacek",384,"Świat Jacek","Świat",13663,"parlamentarzysta, specjalista ds. marketingu",NA,"dolnośląskie",NA,NA
TRUE,"1954-04-17","Cieszyn","KO","Bielsko-Biała",27,"wyższe","Apoloniusz.Tajner@sejm.pl","Apoloniusz Tajner","Apoloniusz",385,"Tajner Apoloniusz","Tajner",20748,"nauczyciel, trener","Leopold","śląskie",NA,NA
TRUE,"1950-05-19","Rzążew","PiS","Siedlce",18,"wyższe","Krzysztof.Tchorzewski@sejm.pl","Krzysztof Tchórzewski","Krzysztof",386,"Tchórzewski Krzysztof","Tchórzewski",25867,"ekonomista, inżynier elektryk",NA,"mazowieckie",NA,NA
TRUE,"1969-04-18","Opoczno","PiS","Piotrków Trybunalski",10,"wyższe","Robert.Telus@sejm.pl","Robert Telus","Robert",387,"Telus Robert","Telus",49262,"urzędnik państwowy",NA,"łódzkie",NA,NA
TRUE,"1949-09-02","Kraków","PiS","Nowy Sącz",14,"wyższe","Ryszard.Terlecki@sejm.pl","Ryszard Terlecki","Ryszard",388,"Terlecki Ryszard","Terlecki",29882,"historyk","Iwon","małopolskie",NA,NA
TRUE,"1959-02-21","Niechanowo","Lewica","Konin",37,"wyższe","Tadeusz.Tomaszewski@sejm.pl","Tadeusz Tomaszewski","Tadeusz",389,"Tomaszewski Tadeusz","Tomaszewski",17181,"ekonomista",NA,"wielkopolskie",NA,NA
TRUE,"1973-07-27","Poznań","PSL-TD","Poznań",39,"wyższe","Jacek.Tomczak@sejm.pl","Jacek Tomczak","Jacek",390,"Tomczak Jacek","Tomczak",24918,"notariusz, radca prawny","Jerzy","wielkopolskie",NA,NA
TRUE,"1988-04-21","Gdynia","Polska2050-TD","Słupsk",26,"wyższe","Wioleta.Tomczak@sejm.pl","Wioleta Tomczak","Wioleta",391,"Tomczak Wioleta","Tomczak",13217,"specjalista ds. zdrowia publicznego","Barbara","pomorskie",NA,NA
TRUE,"1984-08-25","Gryfice","KO","Sieradz",11,"wyższe","Cezary.Tomczyk@sejm.pl","Cezary Tomczyk","Cezary",392,"Tomczyk Cezary","Tomczyk",69211,"politolog","Józef","łódzkie",NA,NA
TRUE,"1959-08-26","Żagań","PSL-TD","Zielona Góra",8,"wyższe","Stanislaw.Tomczyszyn@sejm.pl","Stanisław Tomczyszyn","Stanisław",393,"Tomczyszyn Stanisław","Tomczyszyn",10332,"nauczyciel",NA,"lubuskie",NA,NA
TRUE,"1985-12-08","Bolesławiec","KO","Wrocław",3,"wyższe","Malgorzata.Tracz@sejm.pl","Małgorzata Tracz","Małgorzata",394,"Tracz Małgorzata","Tracz",17693,"filolog, specjalista ds. szkoleń","Elżbieta","dolnośląskie",NA,NA
TRUE,"1979-12-30","Łódź","Lewica","Łódź",9,"wyższe","Tomasz.Trela@sejm.pl","Tomasz Trela","Tomasz",395,"Trela Tomasz","Trela",26273,"ekonomista","Dominik","łódzkie",NA,NA
TRUE,"1990-07-25","Białystok","KO","Białystok",24,"wyższe","Krzysztof.Truskolaski@sejm.pl","Krzysztof Truskolaski","Krzysztof",396,"Truskolaski Krzysztof","Truskolaski",57664,"ekonomista",NA,"podlaskie",NA,NA
TRUE,"1981-04-25","Warszawa","Konfederacja","Wrocław",3,"wyższe","Krzysztof.Tuduj@sejm.pl","Krzysztof Tuduj","Krzysztof",397,"Tuduj Krzysztof","Tuduj",25922,"prawnik",NA,"dolnośląskie",NA,NA
TRUE,"1981-12-30","Lublin","PiS","Lublin",6,"wyższe","Sylwester.Tulajew@sejm.pl","Sylwester Tułajew","Sylwester",398,"Tułajew Sylwester","Tułajew",10228,"informatyk","Karol","lubelskie",NA,NA
TRUE,"1986-11-04","Lublin","Konfederacja","Chełm",7,"średnie ogólne","Witold.Tumanowicz@sejm.pl","Witold Tumanowicz","Witold",399,"Tumanowicz Witold","Tumanowicz",14387,"zawodowy działacz organizacji polityczne","Sławomir","lubelskie",NA,NA
TRUE,"1957-04-22","Gdańsk","KO","Warszawa",19,"wyższe","Donald.Tusk@sejm.pl","Donald Tusk","Donald",400,"Tusk Donald","Tusk",538634,"nauczyciel","Franciszek","mazowieckie",NA,NA
TRUE,"1979-04-11","Warszawa","Konfederacja","Słupsk",26,"wyższe","Stanislaw.Tyszka@sejm.pl","Stanisław Tyszka","Stanisław",401,"Tyszka Stanisław","Tyszka",19753,"nauczyciel akademicki",NA,"pomorskie",NA,NA
TRUE,"1975-08-26","Poznań","Lewica","Poznań",39,"wyższe","Katarzyna.Ueberhan@sejm.pl","Katarzyna Ueberhan","Katarzyna",402,"Ueberhan Katarzyna","Ueberhan",24485,"filozof",NA,"wielkopolskie",NA,NA
TRUE,"1966-08-07","Ostrów Wielkopolski","KO","Kalisz",36,"wyższe","Jaroslaw.Urbaniak@sejm.pl","Jarosław Urbaniak","Jarosław",403,"Urbaniak Jarosław","Urbaniak",50724,"menedżer","Piotr","wielkopolskie",NA,NA
TRUE,"1976-08-11","Sanok","PiS","Krosno",22,"wyższe","Piotr.Uruski@sejm.pl","Piotr Uruski","Piotr",404,"Uruski Piotr","Uruski",22703,"historyk, nauczyciel akademicki","Marcin","podkarpackie",NA,NA
TRUE,"1977-05-20","Warszawa","PiS","Warszawa",20,"wyższe","Piotr.Uscinski@sejm.pl","Piotr Uściński","Piotr",405,"Uściński Piotr","Uściński",15006,"elektronik, menedżer, parlamentarzysta",NA,"mazowieckie",NA,NA
TRUE,"1976-09-13","Gdańsk","KO","Gdańsk",25,"wyższe","Jaroslaw.Walesa@sejm.pl","Jarosław Wałęsa","Jarosław",406,"Wałęsa Jarosław","Wałęsa",17408,"politolog","Leszek","pomorskie",NA,NA
TRUE,"1980-07-13","Nisko","PiS","Rzeszów",23,"wyższe","Marcin.Warchol@sejm.pl","Marcin Warchoł","Marcin",407,"Warchoł Marcin","Warchoł",26750,"adwokat","Józef","podkarpackie",NA,NA
TRUE,"1975-10-12","Tarnów","KO","Tarnów",15,"wyższe","Robert.Wardzala@sejm.pl","Robert Wardzała","Robert",408,"Wardzała Robert","Wardzała",9265,"menedżer","Marian","małopolskie",NA,NA
TRUE,"1976-08-13","Jaworzno","PiS","Katowice",32,"wyższe","Robert.Warwas@sejm.pl","Robert Warwas","Robert",409,"Warwas Robert","Warwas",17403,"politolog","Piotr","śląskie",NA,NA
TRUE,"1959-04-21","Jodłowa","PiS","Rzeszów",23,"wyższe","Jan.Warzecha@sejm.pl","Jan Warzecha","Jan",410,"Warzecha Jan","Warzecha",14023,"pracownik samorządowy","Marek","podkarpackie",NA,NA
TRUE,"1978-03-16","Kraków","PiS","Kraków",13,"wyższe","Malgorzata.Wassermann@sejm.pl","Małgorzata Wassermann","Małgorzata",411,"Wassermann Małgorzata","Wassermann",125786,"adwokat","Ewa","małopolskie",NA,NA
TRUE,"1989-04-01","Warszawa","Konfederacja","Kielce",33,"wyższe","Michal.Wawer@sejm.pl","Michał Wawer","Michał",412,"Wawer Michał","Wawer",18300,"radca prawny","Jan","świętokrzyskie",NA,NA
FALSE,"1969-10-16","Warszawa","PiS","Płock",16,"wyższe","Maciej.Wasik@sejm.pl","Maciej Wąsik","Maciej",413,"Wąsik Maciej","Wąsik",24033,"archeolog",NA,"mazowieckie",NA,"Utrata prawa wybieralności"
TRUE,"1969-02-26","Kraśnik","KO","Lublin",6,"wyższe","Marta.Wcislo@sejm.pl","Marta Wcisło","Marta",414,"Wcisło Marta","Wcisło",68449,"menedżer, przedsiębiorca prywatny","Anna","lubelskie",NA,NA
TRUE,"1981-09-01","Tarnobrzeg","PiS","Rzeszów",23,"wyższe","Rafal.Weber@sejm.pl","Rafał Weber","Rafał",415,"Weber Rafał","Weber",31349,"prawnik",NA,"podkarpackie",NA,NA
TRUE,"1972-05-03","Ruda Śląska","PiS","Katowice",31,"wyższe","Marek.Wesoly@sejm.pl","Marek Wesoły","Marek",416,"Wesoły Marek","Wesoły",9915,"nauczyciel, przedsiębiorca prywatny","Jacek","śląskie",NA,NA
TRUE,"1966-10-09","Biała Podlaska","Lewica","Warszawa",20,"wyższe","Joanna.Wicha@sejm.pl","Joanna Wicha","Joanna",417,"Wicha Joanna","Wicha",15324,"pielęgniarka, socjolog","Beata","mazowieckie",NA,NA
TRUE,"1986-03-09","Nowy Sącz","PiS","Nowy Sącz",14,"wyższe","Patryk.Wicher@sejm.pl","Patryk Wicher","Patryk",418,"Wicher Patryk","Wicher",18604,"menedżer, politolog","Tomasz","małopolskie",NA,NA
TRUE,"1965-05-23","Szczecin","Lewica","Szczecin",41,"wyższe","Dariusz.Wieczorek@sejm.pl","Dariusz Wieczorek","Dariusz",419,"Wieczorek Dariusz","Wieczorek",15378,"inżynier elektryk","Krzysztof","zachodniopomorskie",NA,NA
TRUE,"1981-01-27","Gliwice","PiS","Katowice",29,"wyższe","Jaroslaw.Wieczorek@sejm.pl","Jarosław Wiesław Wieczorek","Jarosław",420,"Wieczorek Jarosław Wiesław","Wieczorek",23451,NA,"Wiesław","śląskie",NA,NA
TRUE,"1973-10-04","Nowa Ruda","KO","Wałbrzych",2,"wyższe","Monika.Wielichowska@sejm.pl","Monika Wielichowska","Monika",421,"Wielichowska Monika","Wielichowska",52182,"dziennikarz, ekonomista, pracownik samorządowy",NA,"dolnośląskie",NA,NA
TRUE,"1987-03-24","Krynica-Zdrój","Konfederacja","Nowy Sącz",14,"wyższe","Ryszard.Wilk@sejm.pl","Ryszard Wilk","Ryszard",422,"Wilk Ryszard","Wilk",19374,"przedsiębiorca prywatny","Jakub","małopolskie",NA,NA
TRUE,"1952-10-29","Elbląg","PiS","Elbląg",34,"średnie policealne/pomaturalne","Teresa.Wilk@sejm.pl","Teresa Wilk","Teresa",423,"Wilk Teresa","Wilk",9280,"ekonomista",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1978-07-15","Piekary Śląskie","Konfederacja","Toruń",5,"wyższe","Przemyslaw.Wipler@sejm.pl","Przemysław Wipler","Przemysław",424,"Wipler Przemysław","Wipler",13457,"prawnik, przedsiębiorca prywatny","Janusz","kujawsko-pomorskie",NA,NA
TRUE,"1994-05-27","Łódź","KO","Łódź",9,"wyższe","Aleksandra.Wisniewska@sejm.pl","Aleksandra Karolina Wiśniewska","Aleksandra",425,"Wiśniewska Aleksandra Karolina","Wiśniewska",25436,"politolog","Karolina","łódzkie",NA,NA
TRUE,"1991-03-20","Tomaszów Mazowiecki","KO","Piotrków Trybunalski",10,"wyższe","Adrian.Witczak@sejm.pl","Adrian Witczak","Adrian",426,"Witczak Adrian","Witczak",16287,"nauczyciel",NA,"łódzkie",NA,NA
TRUE,"1971-04-14","Koźminek","KO","Kalisz",36,"wyższe","Mariusz.Witczak@sejm.pl","Mariusz Witczak","Mariusz",427,"Witczak Mariusz","Witczak",12754,"politolog, polityk","Sebastian","wielkopolskie",NA,NA
TRUE,"1957-12-17","Jawor","PiS","Legnica",1,"wyższe","Elzbieta.Witek@sejm.pl","Elżbieta Witek","Elżbieta",428,"Witek Elżbieta","Witek",89172,"nauczyciel","Barbara","dolnośląskie",NA,NA
TRUE,"1978-03-16","Lubliniec","KO","Częstochowa",28,"wyższe","Przemyslaw.Witek@sejm.pl","Przemysław Witek","Przemysław",429,"Witek Przemysław","Witek",5121,"urzędnik państwowy","Jarosław","śląskie",NA,NA
TRUE,"1984-05-22","Sosnowiec","Polska2050-TD","Katowice",32,"średnie ogólne","Kamil.Wnuk@sejm.pl","Kamil Wnuk","Kamil",430,"Wnuk Kamil","Wnuk",16310,"politolog","Wiesław","śląskie",NA,NA
TRUE,"1960-02-29","Suwałki","KO","Olsztyn",35,"wyższe","Anna.Wojciechowska@sejm.pl","Anna Wojciechowska","Anna",431,"Wojciechowska Anna","Wojciechowska",18828,"doradca finansowy, pracownik administracji samorządowej",NA,"warmińsko-mazurskie",NA,NA
TRUE,"1964-08-30","Łódź","PiS","Łódź",9,"wyższe","Agnieszka.WojciechowskavanHeukelom@sejm.pl","Agnieszka Wojciechowska van Heukelom","Agnieszka",432,"Wojciechowska van Heukelom Agnieszka","Wojciechowska van Heukelom",10557,"filolog","Krystyna","łódzkie",NA,NA
TRUE,"1967-10-23","Starachowice","PiS","Kielce",33,"wyższe","Agata.Wojtyszek@sejm.pl","Agata Wojtyszek","Agata",433,"Wojtyszek Agata","Wojtyszek",15405,"nauczyciel","Katarzyna","świętokrzyskie",NA,NA
TRUE,"1950-03-22","Piotrków Trybunalski","KO","Piotrków Trybunalski",10,"wyższe","Boguslaw.Woloszanski@sejm.pl","Bogusław Wołoszański","Bogusław",434,"Wołoszański Bogusław","Wołoszański",35202,"dziennikarz",NA,"łódzkie",NA,NA
TRUE,"1991-02-08","Racibórz","PiS","Bielsko-Biała",30,"wyższe","Michal.Wos@sejm.pl","Michał Woś","Michał",435,"Woś Michał","Woś",39902,"prawnik","Piotr","śląskie",NA,NA
TRUE,"1968-12-18","Garwolin","PiS","Siedlce",18,"wyższe","Grzegorz.Wozniak@sejm.pl","Grzegorz Woźniak","Grzegorz",436,"Woźniak Grzegorz","Woźniak",9088,"menedżer","Adam","mazowieckie",NA,NA
TRUE,"1960-01-15","Kutno","PiS","Sieradz",11,"wyższe","Tadeusz.Wozniak@sejm.pl","Tadeusz Woźniak","Tadeusz",437,"Woźniak Tadeusz","Woźniak",19691,"nauczyciel, parlamentarzysta","Jacek","łódzkie",NA,NA
TRUE,"1971-04-17","Kraków","PiS","Katowice",31,"wyższe","Michal.Wojcik@sejm.pl","Michał Wójcik","Michał",438,"Wójcik Michał","Wójcik",8270,"prawnik","Marek","śląskie",NA,NA
